@relation csv_result-credit_edit20_clustered

@attribute Instance_number numeric
@attribute id numeric
@attribute source_0 numeric
@attribute source_1 numeric
@attribute source_2 numeric
@attribute source_3 numeric
@attribute source_4 numeric
@attribute source_5 numeric
@attribute source_6 numeric
@attribute source_7 numeric
@attribute source_8 numeric
@attribute source_9 numeric
@attribute source_10 numeric
@attribute source_11 numeric
@attribute source_12 numeric
@attribute source_13 numeric
@attribute source_14 numeric
@attribute source_15 numeric
@attribute source_16 numeric
@attribute source_17 numeric
@attribute source_18 numeric
@attribute source_19 numeric
@attribute class {0,1}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13}

@data
354,355,0.032173,-0.004493,0.006361,0.084091,0.03245,-0.011547,0.006458,0.019304,-0.062184,-0.013568,-0.029322,-0.004119,0.004819,0.019332,-0.000929,0.010369,-0.037117,0.038708,0.011271,0.0191,1,cluster2
355,356,-0.011444,-0.043297,-0.018259,-0.012101,0.029553,0.02561,-0.053693,0.018337,-0.047003,-0.076176,-0.048254,-0.001639,-0.020006,-0.025192,0.00152,0.012869,-0.05966,-0.043407,-0.080669,0.006508,1,cluster2
356,357,0.024731,0.032403,-0.006335,0.04027,0.019752,-0.008086,0.008,-0.020789,-0.015132,-0.013148,0.005833,0.016291,0.010227,0.001126,-0.005242,0.032837,0.002793,0.030834,-0.029067,-0.002689,1,cluster2
357,358,-0.0083,-0.006264,-0.02451,0.011118,-0.032264,-0.022371,-0.011662,0.008272,0.03166,-0.007508,-0.038491,-0.020331,0.000599,0.002352,-0.017475,-0.033798,-0.023726,0.007288,0.028238,-0.0137,1,cluster10
358,359,-0.031744,-0.002613,-0.038309,-0.036893,-0.036624,0.001353,0.031293,-0.016614,-0.024113,-0.088698,0.001042,0.005308,0.011187,-0.075763,0.000965,0.02759,-0.007667,0.054709,-0.009028,0.055253,1,cluster2
359,360,-0.031086,-0.005272,-0.035669,-0.037957,-0.036169,-0.00116,0.031511,-0.017813,-0.026815,-0.090793,0.004489,-0.001569,0.016384,-0.080791,0.001563,0.025722,-0.007315,0.05101,-0.01002,0.05231,1,cluster2
360,361,0.017091,0.0505,-0.020573,0.035028,0.019158,-0.000389,0.032535,-0.02027,-0.023927,0.005597,-0.004453,0.009962,-0.000833,-0.015455,0.008596,0.021533,-0.007355,0.032961,-0.033515,0.003061,1,cluster2
361,362,0.017205,0.000791,-0.13029,-0.025832,0.051166,-0.03557,0.025877,0.017566,0.00411,-0.049757,-0.035728,-0.113573,-0.041317,0.00035,-0.041687,-0.008284,-0.114505,-0.097101,0.060518,-0.098039,1,cluster1
362,363,-0.017768,-0.022047,-0.005438,0.03571,-0.001609,0.006892,-0.015172,0.00208,0.015872,0.003885,0.001684,0.008814,-0.029532,0.001295,-0.004231,0.007446,-0.013924,0.005521,-0.014297,0.00367,1,cluster10
363,364,0.009849,0.02502,0.012454,0.013853,0.065223,0.037572,-0.014252,0.076863,0.022644,-0.069303,0.059425,0.042421,-0.000776,-0.014711,-0.010888,0.041433,-0.027159,0.023507,-0.064664,0.007215,1,cluster2
364,365,-0.025931,-0.020993,0.000718,0.010738,-0.033364,-0.016984,0.025269,-0.017685,0.001653,0.018774,-0.060432,-0.057499,0.038733,-0.014514,0.058221,0.072261,0.007625,0.030748,0.006482,0.019813,1,cluster7
365,366,-0.000901,-0.00744,-0.047257,-0.015905,0.002424,0.034571,-0.005003,0.026936,0.000192,-0.032764,0.039436,-0.045934,-0.008184,-0.026731,0.029038,0.040073,0.014193,0.000713,0.020914,0.031268,1,cluster10
366,367,0.032099,0.010173,-0.022047,-0.06556,-0.049553,0.025095,-0.018895,0.013603,0.025908,0.020062,-0.034032,-0.053422,-0.014005,-0.062569,-0.016134,-0.001539,-0.032846,0.061367,-0.013307,-0.003391,1,cluster2
367,368,-0.040615,-0.008381,0.005839,0.005453,-0.009996,-0.006453,0.026098,0.010712,0.016381,0.008366,-0.053624,-0.055371,0.063599,0.004617,0.020756,0.045467,-0.011234,0.034783,-0.009089,0.024829,1,cluster2
368,369,0.034801,0.017711,-0.045303,0.015583,-0.027693,0.012661,-0.014574,-0.001043,0.005482,0.007029,0.017234,0.014223,0.018455,-0.017834,-0.022827,0.040462,0.021507,-0.027707,0.035511,0.012998,1,cluster10
369,370,-0.023384,-0.02291,-0.021387,-0.084062,0.017688,0.022701,-0.000986,-0.055663,-0.014542,-0.068629,0.0288,-0.040626,0.012079,0.02567,0.013716,0.043291,0.017296,0.070474,-0.012824,0.012472,1,cluster2
370,371,0.033753,0.020623,0.003603,0.044615,-0.056882,0.012848,-0.001584,0.005365,-0.043828,-0.065043,0.009395,-0.042163,0.041492,0.032073,-0.005585,-0.001583,-0.02697,0.02275,0.004624,0.056272,1,cluster2
371,372,0.023454,0.013417,-0.026332,0.029602,-0.002722,0.053077,0.005873,-0.017812,-0.013215,0.030542,0.009669,0.015863,0.009384,-0.002732,-0.004128,0.051507,0.007595,-0.02236,0.026528,0.0192,1,cluster10
372,373,-0.0842,0.011095,0.033551,-0.019452,0.021852,0.047538,0.065446,-0.033386,-0.058374,-0.080477,0.001174,0.003178,-0.047026,0.063252,0.002646,-0.034531,-0.057841,-0.020827,0.016782,-0.016582,1,cluster2
373,374,-0.012928,-0.018543,0.007666,0.017639,0.038141,-0.029878,0.042995,-0.050491,0.034799,-0.130792,0.054655,-0.034995,0.0652,0.012787,0.004555,-0.00604,-0.015319,0.034548,0.013556,0.055639,1,cluster2
374,375,-0.003554,0.013364,-0.046761,-0.002826,-0.004642,0.02879,-0.026082,0.054276,0.033318,-0.020815,0.016729,-0.012619,0.029429,-0.014263,-0.024876,0.013663,0.006187,-0.001029,0.005077,0.021271,1,cluster10
375,376,0.024287,-0.01352,-0.035731,0.034415,-0.023766,0.000841,0.010575,0.017484,0.029174,-0.015,0.024281,0.050003,-0.000129,-0.047245,-0.013056,0.003504,0.02639,-0.023697,0.03718,0.030583,1,cluster10
376,377,0.000221,0.012033,-0.064247,-0.008183,-0.019353,0.012425,-0.014991,0.049075,0.032846,-0.007804,-0.010017,-0.017146,0.0204,-0.031913,-0.016168,0.015384,0.010414,-0.008344,-0.002875,0.022447,1,cluster10
377,378,0.003996,-0.015837,-0.02805,0.016558,-0.006968,0.000074,-0.001799,0.032855,0.044539,-0.039035,-0.011735,0.061022,0.01628,-0.036968,-0.021861,-0.023889,0.01528,-0.032701,0.003698,0.013342,1,cluster10
378,379,-0.015779,-0.03658,-0.024976,0.019298,-0.040087,0.003566,-0.006367,0.015443,0.033471,0.038412,-0.029569,-0.000853,-0.032555,-0.005166,-0.046537,0.000701,-0.006049,0.000355,-0.021975,0.00518,1,cluster4
379,380,-0.031528,-0.020255,-0.033249,0.016139,-0.049282,0.027897,0.005462,0.020525,0.011266,0.050053,-0.031024,0.005929,-0.045048,-0.016976,-0.024013,-0.013483,-0.04131,-0.005016,-0.025119,-0.016632,1,cluster4
380,381,0.002387,-0.009132,-0.029202,-0.007273,-0.018654,-0.001744,-0.015994,0.007772,-0.002296,-0.01495,-0.024353,-0.013141,-0.005942,0.010711,-0.027532,-0.019758,-0.008062,-0.023589,0.028802,-0.028189,1,cluster10
381,382,0.006708,0.01194,-0.062656,-0.049023,0.022544,0.021231,-0.041916,-0.007054,-0.00299,-0.045889,-0.013559,-0.070704,-0.015844,-0.011794,0.013886,0.050141,-0.015535,-0.031935,0.006405,-0.035239,1,cluster1
382,383,-0.021799,0.033615,-0.029503,-0.003064,0.019295,0.029022,0.009099,0.028915,-0.034696,0.0167,-0.018381,-0.021832,-0.025108,0.008294,-0.007982,-0.050387,-0.047047,0.015925,-0.009536,-0.026557,1,cluster2
383,384,-0.013213,-0.015474,0.005149,0.043942,-0.034565,0.000966,0.035943,-0.028198,0.014328,-0.036838,-0.005965,-0.028051,0.053051,-0.056031,-0.041027,-0.01863,0.051637,-0.05883,0.004707,-0.034166,1,cluster2
384,385,-0.004215,0.054266,-0.08164,-0.038157,0.065426,-0.019504,-0.002735,-0.012294,0.010195,-0.042923,-0.030277,-0.08149,-0.02765,-0.006139,-0.03233,0.008532,-0.079112,-0.046008,0.021152,-0.068083,1,cluster1
385,386,0.009405,0.02208,-0.059155,-0.021304,-0.013887,0.010311,-0.021642,0.023929,0.024624,-0.010505,-0.018897,-0.011531,0.022633,-0.034508,-0.012714,0.030287,0.011876,-0.010586,-0.012379,0.01385,1,cluster10
386,387,0.016799,0.012395,-0.041816,0.01007,0.022763,-0.005124,0.014409,0.012122,0.028878,-0.051071,-0.004468,0.059922,-0.005721,-0.047922,0.022081,0.011806,0.011811,-0.029079,-0.001845,0.011658,1,cluster10
387,388,-0.045776,0.051172,-0.010242,-0.038904,0.025896,-0.007341,-0.042656,-0.01303,0.006934,-0.056898,0.028569,-0.007391,0.01216,-0.056689,-0.004218,-0.039795,-0.002211,0.033696,0.005676,0.024233,1,cluster2
388,389,-0.039211,0.009769,-0.003096,-0.022823,0.024515,0.058653,-0.013676,-0.061085,-0.006982,-0.078658,0.000566,0.00123,-0.071983,-0.015591,0.039242,0.018887,0.003888,-0.021697,0.041425,-0.064506,1,cluster2
389,390,-0.010769,-0.004236,-0.061124,-0.035993,-0.019556,0.012896,-0.032429,-0.001031,0.03997,-0.002721,-0.024819,-0.040529,0.012167,-0.030566,-0.000862,0.017635,0.004244,-0.01846,-0.007475,0.020142,1,cluster10
390,391,0.008581,-0.009965,-0.05943,0.000723,0.015712,-0.021434,0.021739,-0.023721,0.048575,-0.042375,-0.02619,0.024984,-0.024035,-0.034132,0.0295,0.000422,-0.008307,-0.037966,0.011286,0.008727,1,cluster10
391,392,0.01395,-0.025801,-0.023383,-0.016042,-0.022476,-0.009337,-0.023318,-0.02725,-0.00828,-0.027274,-0.022715,-0.004984,0.023477,0.012576,-0.013802,-0.001656,-0.006161,-0.026087,0.01961,-0.019445,1,cluster10
392,393,0.012823,0.044179,-0.004442,0.034105,0.043238,-0.001989,0.020105,-0.025526,-0.020777,-0.017843,0.018664,0.011093,0.008198,0.005597,0.021981,0.020605,0.003018,0.030909,-0.036709,-0.005035,1,cluster2
393,394,0.028578,-0.01923,0.007804,-0.008412,-0.052446,0.00291,-0.030127,-0.015145,0.061251,0.014848,-0.009489,0.003264,-0.018373,-0.003299,-0.028932,0.002712,-0.043381,0.042996,0.035013,-0.049573,1,cluster11
394,395,0.005664,0.013955,0.02808,0.012427,0.021311,0.018908,-0.002848,-0.014007,0.070774,-0.008726,0.018653,-0.01175,0.011936,0.014286,-0.014868,-0.019968,-0.070063,0.07473,0.001689,-0.015412,1,cluster2
395,396,0.017037,-0.013688,0.024813,0.008898,-0.009739,0.059132,0.026655,-0.079073,0.044547,-0.000296,-0.022683,-0.018316,-0.059024,0.037074,0.021154,0.028332,-0.055334,0.035227,0.052241,-0.079023,1,cluster2
396,397,-0.029981,-0.000861,0.037312,-0.106669,-0.052135,-0.038425,0.043322,-0.02854,-0.072654,-0.104825,0.061472,0.041397,-0.023785,0.005377,-0.039744,0.058708,-0.055062,0.063949,-0.072638,0.059175,1,cluster6
397,398,-0.009616,0.020561,-0.028672,-0.035329,0.022716,-0.116221,-0.0335,-0.029876,-0.018691,-0.023914,-0.034751,0.054948,0.012008,-0.045048,-0.066663,0.028417,-0.067527,-0.015662,-0.03056,0.089705,1,cluster1
398,399,0.041581,0.040342,-0.000694,0.021471,-0.031288,-0.018136,0.011396,0.012382,0.026913,0.007557,0.005323,0.016909,-0.036818,-0.017223,-0.02161,0.027145,-0.032754,0.064494,0.035625,-0.055971,1,cluster11
399,400,-0.028507,0.000615,-0.00442,0.048561,0.036087,0.042035,0.047654,0.015633,0.021734,-0.059139,0.029035,0.033806,0.0233,0.047469,-0.000773,0.004252,0.001734,-0.038941,-0.001116,0.048784,1,cluster2
400,401,0.058537,0.053005,-0.032745,0.01303,0.014539,-0.027106,0.00842,0.003348,0.014214,0.028994,-0.022441,0.001449,-0.087897,-0.00607,-0.019697,0.052706,-0.062603,0.062582,0.028182,-0.056712,1,cluster2
401,402,0.000643,-0.000185,-0.013144,0.007848,0.005587,0.02959,0.007967,0.013249,0.01603,-0.053868,-0.021102,-0.008392,-0.011669,-0.016323,-0.005407,0.027342,0.05069,-0.003413,-0.003212,-0.000273,1,cluster10
402,403,0.061171,0.034657,0.025103,0.042226,-0.020385,-0.010758,-0.017482,0.01831,-0.008508,0.000947,0.041368,-0.012158,-0.081589,0.012904,0.005388,0.045589,-0.060727,-0.00008,-0.02625,-0.055049,1,cluster2
403,404,0.09124,0.050391,0.046383,0.01676,0.001315,-0.05808,-0.032991,0.001357,-0.007732,-0.026474,0.050903,-0.042404,-0.074477,0.001454,0.032807,-0.006614,0.002752,0.016383,-0.046972,-0.023995,1,cluster2
404,405,0.015671,-0.012158,-0.021039,0.016078,-0.011887,-0.008327,-0.016259,-0.011941,0.008186,-0.023104,-0.020723,0.028713,0.056825,-0.001137,0.002043,-0.012503,-0.00371,-0.007001,-0.023847,-0.000853,1,cluster10
405,406,0.006701,-0.028163,-0.031571,-0.032811,-0.014264,0.01284,-0.038974,-0.028481,0.008905,-0.02717,0.028321,0.002372,0.01651,-0.057882,0.016129,0.015543,0.026195,-0.008169,-0.010968,0.03679,1,cluster10
406,407,-0.013636,-0.033582,-0.02466,0.001365,-0.01307,0.030507,-0.03024,0.049298,-0.000675,-0.029676,0.019989,0.052415,-0.015514,-0.038651,0.002393,0.010455,-0.012268,-0.00305,-0.066335,-0.021619,1,cluster10
407,408,-0.040502,0.042764,-0.022447,-0.012672,0.033173,-0.005526,-0.0068,0.004467,-0.031603,-0.011356,-0.013604,0.069157,-0.02173,0.036578,-0.041631,0.043251,-0.083637,-0.021375,-0.028425,0.05127,1,cluster1
408,409,-0.053478,-0.028982,0.003628,0.03701,-0.022118,-0.002244,-0.008929,-0.044136,0.029688,-0.015185,0.042886,-0.068553,0.097512,-0.067797,-0.015018,-0.05594,-0.014903,-0.057191,-0.007911,-0.015953,1,cluster6
409,410,-0.014288,-0.002983,0.020933,-0.007993,0.018811,-0.013148,-0.014886,-0.049178,-0.042033,-0.054655,0.000892,0.0549,-0.031304,0.03768,0.008244,0.067975,-0.016843,-0.047222,-0.007116,0.025886,1,cluster2
410,411,-0.029508,-0.021367,0.015533,-0.023575,0.057409,0.065495,-0.054966,-0.020053,-0.007595,-0.04807,0.032483,-0.028565,0.019971,0.028496,0.015607,0.017145,0.014323,0.007207,-0.001794,0.006984,1,cluster2
411,412,0.002266,0.022167,-0.03192,0.00425,-0.011714,0.024013,-0.048079,0.024694,0.008013,-0.012775,0.029151,-0.002816,0.012949,-0.002849,-0.008109,0.045306,0.024146,0.005314,0.01519,0.001497,1,cluster10
412,413,0.00457,0.033391,-0.025898,0.023505,0.000438,0.035102,-0.05629,0.026005,-0.004073,0.046169,0.032892,-0.025963,0.014426,0.00429,-0.004727,0.050508,-0.008044,0.029674,-0.00855,0.021796,1,cluster10
413,414,-0.033216,0.034229,0.005914,-0.008509,0.004636,-0.00981,-0.032521,-0.007303,-0.056228,-0.014564,0.013843,0.012878,0.023958,0.028642,-0.017909,0.024119,-0.047407,-0.03852,-0.058127,0.020503,1,cluster2
414,415,-0.001908,0.009095,-0.019569,0.015094,-0.008379,0.000483,-0.039966,0.033398,0.021582,-0.012771,0.032497,0.038853,-0.001101,-0.043632,-0.007717,0.027721,-0.003504,0.016369,-0.000278,0.021115,1,cluster10
415,416,-0.009076,0.030987,-0.035279,0.031142,-0.031016,0.021645,0.019126,0.040375,0.008298,0.005182,-0.012718,0.081569,-0.031373,-0.018384,0.011115,-0.033344,-0.05651,-0.027835,-0.003028,-0.045562,1,cluster2
416,417,0.012193,0.032253,-0.009808,0.04833,-0.04316,-0.013544,-0.036664,0.042751,-0.015774,0.068522,0.015042,0.002552,0.020549,-0.003185,-0.01554,-0.020786,-0.050763,-0.037673,-0.067164,0.027048,1,cluster2
417,418,-0.035974,-0.001225,-0.035724,-0.005804,-0.014363,0.022696,-0.051232,0.026505,0.054331,-0.00023,0.016993,-0.035064,0.001502,0.003451,-0.009869,0.002014,-0.003442,0.011774,0.013759,0.006131,1,cluster10
418,419,-0.004704,0.025249,-0.038178,-0.014467,0.000894,0.029267,-0.034565,0.042708,0.010548,-0.028302,0.006335,-0.00231,0.023907,0.001225,-0.017175,0.021218,0.024527,-0.005527,-0.013026,-0.000902,1,cluster10
419,420,-0.034051,-0.018789,-0.036834,-0.001784,-0.018653,-0.007623,-0.015634,0.013359,0.071912,-0.012344,-0.008491,-0.004266,-0.018988,-0.05174,0.00715,-0.020009,0.004747,0.007009,0.000036,0.020344,1,cluster10
420,421,-0.025072,-0.017222,-0.03479,0.028784,-0.019993,-0.027732,0.016997,0.017807,0.078339,-0.017429,-0.023524,0.031028,-0.003247,-0.015684,-0.001525,-0.051585,-0.030456,-0.002573,0.0023,-0.004077,1,cluster10
421,422,0.012647,-0.027836,0.000328,0.057016,-0.042826,0.04384,-0.031454,0.018815,-0.034868,0.004929,0.035955,-0.036009,-0.03647,0.002786,0.009989,0.004922,0.017783,0.030426,0.038819,0.018542,1,cluster2
422,423,-0.00287,0.058211,-0.065204,-0.032928,0.096366,0.006213,-0.049155,0.042262,0.012764,-0.070711,0.008423,0.027329,-0.043572,0.003745,0.002562,0.022219,-0.041563,0.010719,-0.0006,-0.023372,1,cluster2
423,424,-0.036031,-0.015927,-0.047859,0.001906,-0.009774,0.008299,-0.033755,0.002933,0.03173,0.044344,0.003365,-0.052355,-0.004465,-0.023157,0.011681,-0.00197,-0.010956,0.021294,0.001686,0.027998,1,cluster10
424,425,-0.026032,-0.008391,-0.034625,-0.030174,0.000755,0.012307,-0.047792,-0.000668,0.015997,-0.014704,0.014888,-0.028523,0.010541,-0.006252,-0.009439,0.01826,-0.002737,-0.002683,0.00868,0.006946,1,cluster10
425,426,-0.026033,-0.008391,-0.034625,-0.030174,0.000755,0.012307,-0.047792,-0.000668,0.015997,-0.014703,0.014888,-0.028523,0.010541,-0.006251,-0.009439,0.01826,-0.002736,-0.002684,0.00868,0.006945,1,cluster10
426,427,0.011441,-0.017956,-0.04888,0.004743,0.008976,-0.031463,-0.02781,0.023049,0.043986,-0.017834,-0.004581,-0.025829,-0.002701,-0.019372,-0.013377,0.033799,0.025943,-0.047631,-0.041538,0.054517,1,cluster10
427,428,-0.063468,-0.021693,-0.001661,0.004809,0.06213,0.022366,-0.035503,0.034049,0.060103,-0.078754,0.06862,0.015599,0.010889,-0.005606,0.006533,-0.022527,-0.019493,0.015506,0.007308,0.021068,1,cluster2
428,429,-0.054165,-0.02788,0.00598,0.011159,0.043451,-0.004025,0.017932,-0.035447,0.056039,-0.050277,0.011453,0.03684,-0.00694,-0.020426,0.015375,-0.050185,0.006338,-0.004027,0.036292,0.028662,1,cluster2
429,430,-0.059288,-0.027912,-0.006228,0.02084,0.042822,0.03307,0.015979,-0.01251,0.047439,-0.020467,0.008946,0.015206,-0.006664,0.01527,0.006366,-0.020585,-0.01498,-0.008983,0.03196,0.006534,1,cluster2
430,431,-0.001654,0.016782,-0.064303,-0.018351,-0.013142,0.004179,-0.029701,0.020083,0.02711,-0.004149,-0.011389,-0.003293,0.022973,-0.024867,-0.002655,0.030573,0.013491,-0.016859,-0.015185,0.009419,1,cluster10
431,432,0.009437,0.007262,-0.047954,-0.011301,-0.027947,-0.043326,-0.021126,0.006995,0.001189,0.026387,-0.047797,0.027285,0.011026,-0.011296,-0.059656,0.020082,-0.008145,-0.0283,-0.035818,0.039334,1,cluster10
432,433,-0.012157,-0.076637,-0.020825,-0.02501,-0.060019,-0.024381,-0.045792,-0.049011,0.001339,0.03936,0.029757,-0.035819,0.004238,0.037847,-0.066582,0.010373,0.047317,0.068508,-0.049633,-0.049236,1,cluster6
433,434,0.001993,-0.011162,-0.028155,0.006417,-0.00077,-0.008255,-0.016633,0.003797,0.038866,-0.035276,-0.013007,0.075004,0.018833,-0.029792,-0.008203,-0.008676,0.018355,-0.041258,-0.008663,0.000203,1,cluster10
434,435,0.009774,0.000231,-0.044308,-0.005575,0.000468,0.01628,-0.02558,0.03029,-0.030925,-0.03024,0.047082,0.001563,-0.001366,-0.01618,0.033824,0.063846,0.02692,-0.002158,0.015348,0.004129,1,cluster10
435,436,-0.002888,0.004934,-0.026157,0.044367,-0.018976,-0.00971,-0.005127,0.005198,-0.025423,0.030048,0.015947,0.038546,0.001333,-0.008572,-0.012007,-0.014073,0.002972,0.004585,0.003109,-0.007137,1,cluster10
436,437,-0.008149,0.018225,0.019383,-0.071997,-0.001362,-0.053125,-0.01049,-0.025469,-0.070951,-0.070375,0.042866,-0.045217,-0.058195,0.09494,0.038063,-0.067099,0.003369,-0.014769,-0.041113,0.040992,1,cluster2
437,438,-0.019621,-0.032699,-0.024439,0.000365,-0.030788,0.034577,-0.04803,0.034674,0.009848,-0.006536,0.052221,-0.031103,-0.012436,0.013951,-0.004249,0.024571,0.021848,0.009919,0.038899,-0.000331,1,cluster10
438,439,-0.039,0.020282,-0.033376,-0.023716,-0.021679,-0.025557,-0.00746,-0.035661,-0.022667,0.014277,-0.017759,0.008462,-0.014797,-0.020908,0.00914,0.004909,-0.02067,-0.003217,-0.025846,0.019689,1,cluster10
439,440,0.019173,0.017929,-0.000989,0.041586,0.015151,-0.02051,0.007133,-0.048116,-0.009313,-0.001259,0.026518,0.005224,0.026696,0.025706,-0.006604,0.03263,0.013138,0.035028,-0.023621,-0.007928,1,cluster2
440,441,-0.004419,-0.025185,-0.044188,-0.070916,-0.025274,-0.091033,0.06369,-0.095734,0.012783,-0.060444,-0.008177,0.004507,0.015631,-0.020876,0.031391,-0.030094,0.016245,0.070464,-0.01555,0.02938,1,cluster2
441,442,-0.00804,-0.012372,-0.057869,-0.062821,-0.021537,-0.045879,0.052051,-0.076887,-0.010223,-0.00183,-0.012443,-0.032316,0.022146,0.025815,0.024981,0.001702,-0.008278,0.081558,-0.022796,0.019499,1,cluster2
442,443,-0.018756,-0.034846,-0.070952,-0.03915,-0.024693,-0.040131,0.02101,0.006559,0.023883,0.007429,0.055211,-0.050439,-0.030391,-0.008864,-0.01998,0.018686,0.041237,0.108994,-0.075016,0.002188,1,cluster6
443,444,-0.026983,-0.065471,-0.055266,-0.035787,-0.019839,-0.046536,0.042036,-0.002136,0.049867,-0.046186,0.0538,-0.015461,-0.042011,-0.018068,-0.025246,0.026664,0.05822,0.086424,-0.058036,-0.010443,1,cluster6
444,445,-0.032332,-0.069,-0.054885,-0.035338,-0.018008,-0.042164,0.044339,0.000438,0.047925,-0.042512,0.05248,-0.01146,-0.038913,-0.018935,-0.029341,0.03159,0.050209,0.087285,-0.056256,-0.010787,1,cluster6
445,446,-0.037654,-0.072539,-0.054542,-0.03491,-0.016132,-0.037863,0.046608,0.003003,0.046008,-0.038833,0.051143,-0.007462,-0.035832,-0.019783,-0.033468,0.036553,0.042209,0.088165,-0.054465,-0.01111,1,cluster6
446,447,-0.042986,-0.076103,-0.054242,-0.034496,-0.014219,-0.03364,0.048821,0.005544,0.044127,-0.035126,0.049815,-0.003437,-0.03277,-0.020582,-0.037589,0.041552,0.034219,0.08905,-0.052675,-0.011439,1,cluster6
447,448,0.002533,0.019147,-0.028065,-0.003651,0.059188,0.057377,-0.049856,0.007454,-0.012417,-0.025497,0.042365,0.000783,0.038507,0.004564,0.040586,0.046913,0.026215,0.000326,-0.051697,0.010377,1,cluster2
448,449,0.004313,-0.007934,-0.048538,-0.012192,-0.02036,-0.020399,-0.016539,-0.014327,-0.002684,-0.002898,-0.029571,-0.006267,-0.024832,0.003626,0.016141,0.004611,-0.008929,-0.0307,0.017079,-0.045056,1,cluster10
449,450,-0.027065,0.008067,-0.016754,0.021365,-0.002496,0.018991,0.036993,0.037881,-0.002925,-0.045769,0.029622,-0.013833,0.061662,0.096486,0.003453,0.019477,-0.079831,0.087925,-0.028868,-0.010524,1,cluster2
450,451,-0.003083,0.035304,-0.052436,0.011998,-0.004353,-0.00809,-0.016838,0.024201,0.015389,0.000429,-0.006172,0.026973,-0.002797,-0.007664,0.02078,0.01263,0.008872,-0.013666,-0.001233,-0.011915,1,cluster10
451,452,-0.010897,0.015814,-0.032451,0.004019,0.006563,0.005822,-0.020429,0.00219,0.027221,-0.004016,-0.013029,0.003104,0.00126,-0.02107,0.008059,0.023765,0.025932,-0.000663,-0.017746,0.011075,1,cluster10
452,453,0.003798,0.02362,-0.01954,0.02884,0.020766,-0.006596,0.000623,-0.018745,-0.005132,-0.001426,0.004086,0.012734,0.055772,0.024634,-0.005173,-0.000646,-0.016788,0.01012,-0.010431,0.005868,1,cluster3
453,454,0.011805,0.033309,-0.104637,0.025417,0.019511,-0.056814,0.021045,0.014055,0.019832,-0.025108,-0.000645,-0.07111,-0.014235,0.017619,-0.040965,0.01972,-0.077435,-0.040486,0.051448,-0.083809,1,cluster1
454,455,0.013529,0.025163,-0.080596,0.001614,0.020933,-0.019397,-0.012594,0.025316,0.001907,-0.021458,-0.027141,0.003042,-0.010864,0.023374,-0.019689,-0.007698,-0.040352,-0.071758,0.020221,-0.080967,1,cluster1
455,456,0.066282,-0.02724,-0.031831,0.064533,0.005203,-0.165703,-0.084482,0.036045,0.039487,-0.001738,0.028986,-0.083311,-0.02604,0.056039,-0.09934,0.065504,-0.008799,-0.095129,-0.079728,0.088905,1,cluster1
456,457,-0.003482,0.027518,-0.021188,-0.015694,-0.010241,-0.003078,-0.068621,-0.004627,0.000571,-0.004437,0,0.008719,0.005658,-0.006602,-0.011856,0.046548,0.008969,0.01419,0.003132,-0.025609,1,cluster10
457,458,-0.008447,0.0323,-0.025085,-0.008696,0.00269,-0.031527,-0.022899,-0.010596,0.017987,-0.015662,-0.008673,0.033812,-0.004998,-0.065133,0.002615,0.010862,0.00799,0.019088,-0.015119,0.00694,1,cluster10
458,459,-0.012043,0.018037,-0.029347,-0.003215,0.000273,-0.023418,-0.020437,0.008442,0.027002,-0.019085,-0.009449,0.040722,-0.005376,-0.055897,-0.011404,0.02733,0.000856,0.010628,-0.01495,-0.005064,1,cluster10
459,460,-0.017268,0.014388,-0.029276,-0.002931,0.00247,-0.019628,-0.018431,0.01091,0.025293,-0.015313,-0.010858,0.044774,-0.002418,-0.056525,-0.015712,0.032568,-0.007074,0.011606,-0.013087,-0.005275,1,cluster10
